id1,id2,correlation
TNG1,BSG2,0.8878982754513814
DK2,FS8,0.8874772775418142
FS8,DK2,0.8874772775418142
MCU12,TNG1,0.8872096680598989
TNG1,MCU12,0.8872096680598989
SW2,WW10,0.8861640914975591
WW10,SW2,0.8861640914975591
HAM2,LW2,0.885075870335456
LW2,HAM2,0.885075870335456
ARCH2,TP13,0.885056375513061
TP13,ARCH2,0.885056375513061
B996,CM5,0.8846904298862411
CM5,B996,0.8846904298862411
SVU1,TIU6,0.8845928860282137
TIU6,SVU1,0.8845928860282137
LU6,TNG6,0.8845893284848365
TNG6,LU6,0.8845893284848365
BSG1,WW2,0.8844748765785169
WW2,BSG1,0.8844748765785169
DK2,NCIS4,0.884096340684903
NCIS4,DK2,0.884096340684903
ALA8,GOT18,0.8840908310547068
GOT18,ALA8,0.8840908310547068
AD4,S8,0.8839570414443991
S8,AD4,0.8839570414443991
LU2,MCU12,0.8837683479325781
MCU12,LU2,0.8837683479325781
SW2,TIU6,0.8834216458665812
TIU6,SW2,0.8834216458665812
D9,GOT18,0.8833248307716733
GOT18,D9,0.8833248307716733
HAM4,TIU6,0.8830369610663104
TIU6,HAM4,0.8830369610663104
HP3,LU2,0.88276097340695725
LU2,HP3,0.88276097340695725
ALA6,ALA8,0.8824734326451941
ALA8,ALA6,0.8824734326451941
DK2,DK7,0.8824338506783455
DK7,DK2,0.8824338506783455
TW1,XF2,0.8822560549007646
XF2,TW1,0.8822560549007646
SVU1,SW2,0.8821162071468137
SW2,SVU1,0.8821162071468137
R306,TO13,0.8818759174837943
TO13,R306,0.8818759174837943
BVS4,T7S2,0.8816444500410672
T7S2,BVS4,0.8816444500410672
BSG1,CM5,0.8810418690231138
CM5,BSG1,0.8810418690231138
HP6,SVU6,0.8809846087590185
SVU6,HP6,0.8809846087590185
MCU12,SW2,0.8808333911910472
SW2,MCU12,0.8808333911910472
HAM5,MCU12,0.8806306893610996
MCU12,HAM5,0.8806306893610996
C9,S11,0.8805243799323087
S11,C9,0.8805243799323087
B996,TW1,0.8804048294555157
TW1,B996,0.8804048294555157
HP3,SVU1,0.8799642977269242
SVU1,HP3,0.8799642977269242
CM3,TIU6,0.8798679887144207
TIU6,CM3,0.8798679887144207
S10,WD10,0.8796709892319304
WD10,S10,0.8796709892319304
LK4,LOTR4,0.8794698175872556
LOTR4,LK4,0.8794698175872556
SVU3,WW2,0.8794421754454663
WW2,SVU3,0.8794421754454663
DK7,SVU6,0.8793717223807854
SVU6,DK7,0.8793717223807854
GA5,MASH6,0.8792317530773849
MASH6,GA5,0.8792317530773849
AD4,BC4,0.8787652751447119
BC4,AD4,0.8787652751447119
HAM5,TNG1,0.8786999546487049
TNG1,HAM5,0.8786999546487049
GTH7,HP6,0.8785720693247957
HP6,GTH7,0.8785720693247957
DA8,LW2,0.8784571899396212
LW2,DA8,0.8784571899396212
WW10,WW9,0.8783425239449181
WW9,WW10,0.8783425239449181
B5,SV7,0.8782949116203079
SV7,B5,0.8782949116203079
FUTR10,GOT27,0.8782388249830486
GOT27,FUTR10,0.8782388249830486
B5,TGW1,0.8781674502318672
TGW1,B5,0.8781674502318672
CM5,WW2,0.878007569190531
WW2,CM5,0.878007569190531
WW10,WW6,0.8776821941242803
WW6,WW10,0.8776821941242803
C4,SCRUBS3,0.8776697797651518
SCRUBS3,C4,0.8776697797651518
BB8,TW15,0.877617693001279
TW15,BB8,0.877617693001279
DA9,LW5,0.877267355791244
LW5,DA9,0.877267355791244
CM3,TNG6,0.8769393963507836
TNG6,CM3,0.8769393963507836
MCU3,TGW4,0.8768134745239979
TGW4,MCU3,0.8768134745239979
SV9,TP5,0.8767774599114062
TP5,SV9,0.8767774599114062
TB1,UA3,0.8765196487151135
UA3,TB1,0.8765196487151135
GOG2,RD3,0.8764255944554995
RD3,GOG2,0.8764255944554995
HP3,SW2,0.8759987647085217
SW2,HP3,0.8759987647085217
H4,XF3,0.875959934853667
XF3,H4,0.875959934853667
LW5,MASH4,0.8758496156480342
MASH4,LW5,0.8758496156480342
TIU6,WW6,0.8757381797866843
WW6,TIU6,0.8757381797866843
B5,MCU12,0.8754759001651646
MCU12,B5,0.8754759001651646
FUTR10,TO7,0.8754108770343966
TO7,FUTR10,0.8754108770343966
B5,HP6,0.875406092823805
HP6,B5,0.875406092823805
B994,F2,0.87539542686949
F2,B994,0.87539542686949
LW2,S3,0.8753159697493149
S3,LW2,0.8753159697493149
TIU6,WW10,0.8753097203275529
WW10,TIU6,0.8753097203275529
H2,TGW1,0.8752335973547887
TGW1,H2,0.8752335973547887
B3,DA2,0.8751799356725126
DA2,B3,0.8751799356725126
SCRUBS6,TIU6,0.8751120367879042
TIU6,SCRUBS6,0.8751120367879042
SVU3,WC2,0.8750667622461883
WC2,SVU3,0.8750667622461883
MG4,T7S9,0.874902723791781
T7S9,MG4,0.874902723791781
NCIS6,SsC6,0.874450431221243
SsC6,NCIS6,0.874450431221243
GOG1,SsC4,0.8742093496652676
SsC4,GOG1,0.8742093496652676
EXP4,TGW3,0.8740225425078122
TGW3,EXP4,0.8740225425078122
B5,TW1,0.873994843817577
TW1,B5,0.873994843817577
BB8,KE3,0.8739211798282778
KE3,BB8,0.8739211798282778
FUTR10,TB15,0.8738703109213894
TB15,FUTR10,0.8738703109213894
GLEE9,TP4,0.873569365511277
TP4,GLEE9,0.873569365511277
FUTR10,TP13,0.8733575732327507
TP13,FUTR10,0.8733575732327507
GLEE6,RD6,0.8731523598402414
RD6,GLEE6,0.8731523598402414
H2,LU2,0.8728562201525113
LU2,H2,0.8728562201525113
LU6,S810,0.8727169171133448
S810,LU6,0.8727169171133448
DA4,SVU3,0.8726906881714213
SVU3,DA4,0.8726906881714213
CM3,MCU12,0.8726886047234841
MCU12,CM3,0.8726886047234841
SW2,WW6,0.872513387017399
WW6,SW2,0.872513387017399
SVU3,XF3,0.8724865706868491
XF3,SVU3,0.8724865706868491
AD3,C9,0.872460052439802
C9,AD3,0.872460052439802
D9,XF3,0.8723825409252561
XF3,D9,0.8723825409252561
B996,TL9,0.8720863928496132
TL9,B996,0.8720863928496132
TNG9,WV2,0.8719840771544534
WV2,TNG9,0.8719840771544534
DA9,DK2,0.8719231775435944
DK2,DA9,0.8719231775435944
GA5,GOT7,0.871870803972452
GOT7,GA5,0.871870803972452
FR4,SBSP1,0.8717087945767786
SBSP1,FR4,0.8717087945767786
AD3,ARCH4,0.8716930092434457
ARCH4,AD3,0.8716930092434457
BSG1,HAM5,0.8716555851580527
HAM5,BSG1,0.8716555851580527
LU2,SVU6,0.8715617916212266
SVU6,LU2,0.8715617916212266
BC4,NCIS5,0.8715175861038518
NCIS5,BC4,0.8715175861038518
H4,TW1,0.871254975740329
TW1,H4,0.871254975740329
ARCH2,FUTR10,0.8707547228553774
FUTR10,ARCH2,0.8707547228553774
PR8,SC4,0.870649379054825
SC4,PR8,0.870649379054825
BVS5,DK2,0.8704527127999984
DK2,BVS5,0.8704527127999984
H2,SV7,0.870336958093702
SV7,H2,0.870336958093702
CM3,SVU1,0.8703152467283711
SVU1,CM3,0.8703152467283711
HP29,S89,0.8700787715793835
S89,HP29,0.8700787715793835
PR2,S3,0.8698023949154776
S3,PR2,0.8698023949154776
BSG2,HP6,0.8697567338083766
HP6,BSG2,0.8697567338083766
H3,NCIS6,0.8697256068537879
NCIS6,H3,0.8697256068537879
SVU1,SVU6,0.8696790471978503
SVU6,SVU1,0.8696790471978503
HAM4,WW9,0.8695585495756676
WW9,HAM4,0.8695585495756676
GOT12,MCU2,0.8695061576089466
MCU2,GOT12,0.8695061576089466
BSG1,TW1,0.8694808528090352
TW1,BSG1,0.8694808528090352
DA8,DA9,0.8692824080163366
DA9,DA8,0.8692824080163366
B991,MCU15,0.8686598755340318
MCU15,B991,0.8686598755340318
GLEE9,S10,0.868109772992982
S10,GLEE9,0.868109772992982
ALA6,GLEE2,0.86806415424398
GLEE2,ALA6,0.86806415424398
MCU11,SW4,0.8679943295542498
SW4,MCU11,0.8679943295542498
TL9,XF2,0.8679204347990956
XF2,TL9,0.8679204347990956
DA1,GILG7,0.8678521888847175
GILG7,DA1,0.8678521888847175
B5,HP3,0.8677582011441256
HP3,B5,0.8677582011441256
B992,MCU10,0.8677081236501045
MCU10,B992,0.8677081236501045
LK6,MCU9,0.8676839847449629
MCU9,LK6,0.8676839847449629
DA8,TP7,0.8676563750901911
TP7,DA8,0.8676563750901911
BSG1,TNG1,0.8675024642236776
TNG1,BSG1,0.8675024642236776
MCU9,SVU1,0.8675010890020904
SVU1,MCU9,0.8675010890020904
TIU6,WW9,0.8674370766339053
WW9,TIU6,0.8674370766339053
H2,XF2,0.867094556523363
XF2,H2,0.867094556523363
GA7,SVU3,0.867055641369065
SVU3,GA7,0.867055641369065
TNG1,B5,0.8670499423767299
LK6,MCU2,0.8669901628933784
MCU2,LK6,0.8669901628933784
CM5,H4,0.8669059857351139
H4,CM5,0.8669059857351139
ST14,WD10,0.8667569738635136
WD10,ST14,0.8667569738635136
PC5,SW2,0.8666801325704729
SW2,PC5,0.8666801325704729
LOTR6,SW5,0.866533568688493
SW5,LOTR6,0.866533568688493
TNG1,XF2,0.8664832801142409
XF2,TNG1,0.8664832801142409
LK2,WC4,0.8664382584841009
WC4,LK2,0.8664382584841009
LK2,SW2,0.8664113556021604
SW2,LK2,0.8664113556021604
B996,XF2,0.8661508302547539
XF2,B996,0.8661508302547539
SVU6,TNG6,0.8661029053566881
TNG6,SVU6,0.8661029053566881
XF2,MCU12,0.8659412025830711
NCIS6,SL6,0.8658739411182316
SL6,NCIS6,0.8658739411182316
GOT18,SCDL10,0.8658481427950011
SCDL10,GOT18,0.8658481427950011
MG9,T7S9,0.8657723742687855
T7S9,MG9,0.8657723742687855
SV7,TW11,0.8656438684638658
TW11,SV7,0.8656438684638658
DK4,GOT11,0.865629137468963
GOT11,DK4,0.865629137468963
KE6,NCIS6,0.8656026200795865
NCIS6,KE6,0.8656026200795865
GTH10,WV2,0.8652065301387988
WV2,GTH10,0.8652065301387988
DA8,MASH4,0.8651736853534903
MASH4,DA8,0.8651736853534903
GOT27,TO7,0.8651264907993444
TO7,GOT27,0.8651264907993444
ALA8,MCU11,0.8649708245572053
MCU11,ALA8,0.8649708245572053
CM5,XF3,0.8647417438116589
XF3,CM5,0.8647417438116589
MF10,SC3,0.8647128973134789
SC3,MF10,0.8647128973134789
BBT3,MF9,0.8645462630162773
MF9,BBT3,0.8645462630162773
C4,F4,0.864516588449903
F4,C4,0.864516588449903
MCU11,WSW8,0.8644982929952942
WSW8,MCU11,0.8644982929952942
ALA8,SW4,0.8644452688929294
SW4,ALA8,0.8644452688929294
PR2,TO4,0.8643254157168644
TO4,PR2,0.8643254157168644
EU4,TB3,0.8642523004141047
TB3,EU4,0.8642523004141047
BSG2,MCU12,0.864224406921228
BC4,NCIS6,0.8640803608941823
NCIS6,BC4,0.8640803608941823
KE6,NCIS5,0.8639870637928718
NCIS5,KE6,0.8639870637928718
CM5,XF2,0.8637974940340912
XF2,CM5,0.8637974940340912
CM5,B5,0.8635354506166575
FS8,LW5,0.8634607252097269
LW5,FS8,0.8634607252097269
BBT1,BC4,0.8634381454940299
BC4,BBT1,0.8634381454940299
ARCH2,GOT27,0.8633472179637652
GOT27,ARCH2,0.8633472179637652
HP12,S6,0.8633179110440167
S6,HP12,0.8633179110440167
SCDL10,SUC1,0.8632120673260493
SUC1,SCDL10,0.8632120673260493
ER2,SC3,0.8629898077910017
SC3,ER2,0.8629898077910017
BSG2,XF2,0.8629734914954779
TGW1,TGW3,0.8628968228386433
TGW3,TGW1,0.8628968228386433
HP3,TNG1,0.8627468631516129
TNG1,HP3,0.8627468631516129
GA8,SL5,0.8627210776624794
SL5,GA8,0.8627210776624794
DK2,HP6,0.862599801357074
HP6,DK2,0.862599801357074
LU2,CM5,0.8622213112170108
WD6,WW7,0.8621481339439229
WW7,WD6,0.8621481339439229
KE1,LU5,0.8620957458070705
LU5,KE1,0.8620957458070705
PR2,SsC6,0.862030605455275
SsC6,PR2,0.862030605455275
BSG2,HP3,0.8617725466112218
HP3,BSG2,0.8617725466112218
LK2,MCU12,0.8617414780852161
LW2,LW5,0.8617232087137414
LW5,LW2,0.8617232087137414
HAM4,WW6,0.8617158900304047
WW6,HAM4,0.8617158900304047
BSG2,SVU1,0.8615551297625648
SVU1,BSG2,0.8615551297625648
B994,S4,0.8615433182884628
S4,B994,0.8615433182884628
EU5,NCIS5,0.8615339580527132
NCIS5,EU5,0.8615339580527132
ALA6,TB15,0.8613916788519448
TB15,ALA6,0.8613916788519448
HP6,XF2,0.8613833778127369
AD5,BOBB5,0.861220375773352
BOBB5,AD5,0.861220375773352
ALA8,SUC1,0.8611703112542192
SUC1,ALA8,0.8611703112542192
SVU1,B5,0.8607914721032903
BB9,PR5,0.8604227392707309
PR5,BB9,0.8604227392707309
LK5,WSW8,0.8603546554134035
WSW8,LK5,0.8603546554134035
MCU10,S81,0.8603249011058944
S81,MCU10,0.8603249011058944
FUTR3,S2,0.8602862088773802
S2,FUTR3,0.8602862088773802
CM3,WW7,0.8602231330496791
WW7,CM3,0.8602231330496791
HP22,HP24,0.8601340136345298
HP24,HP22,0.8601340136345298
MG6,SE4,0.8600278100041491
SE4,MG6,0.8600278100041491
ST14,WD2,0.8600135143339721
WD2,ST14,0.8600135143339721
PC2,WV3,0.8598300039809932
WV3,PC2,0.8598300039809932
GTH8,RD6,0.8597084061482161
RD6,GTH8,0.8597084061482161
HP3,SVU6,0.85965145981623
SVU6,HP3,0.85965145981623
PR4,TO13,0.8596484305413432
TO13,PR4,0.8596484305413432
GOT27,TB15,0.8594094958983348
TB15,GOT27,0.8594094958983348
D9,GA8,0.8594018536366295
GA8,D9,0.8594018536366295
GOG2,RD6,0.8593906873870025
RD6,GOG2,0.8593906873870025
B996,B5,0.8593790241480767
WW10,MCU12,0.8592387033019051
GOT18,SCRUBS4,0.8592324665075336
SCRUBS4,GOT18,0.8592324665075336
LW2,PR2,0.8591901005212406
PR2,LW2,0.8591901005212406
B991,C4,0.8589052665148926
C4,B991,0.8589052665148926
EU5,H3,0.8588262829449114
H3,EU5,0.8588262829449114
FS7,S10,0.8588162154784732
S10,FS7,0.8588162154784732
BOBB2,HIMYM5,0.858718800421999
HIMYM5,BOBB2,0.858718800421999
H2,TW11,0.8585735998289944
TW11,H2,0.8585735998289944
ALA6,FUTR10,0.8585492128033054
FUTR10,ALA6,0.8585492128033054
KE6,SL6,0.8585080856094801
SL6,KE6,0.8585080856094801
HP24,MASH5,0.8583354346183657
MASH5,HP24,0.8583354346183657
TGW3,TL2,0.8583169681989969
TL2,TGW3,0.8583169681989969
DA5,GOT11,0.8583169301549165
GOT11,DA5,0.8583169301549165
LW2,MASH4,0.8581252492593839
MASH4,LW2,0.8581252492593839
CM3,WC4,0.8581180603553262
WC4,CM3,0.8581180603553262
DK7,TNG1,0.858019904164646
TNG1,DK7,0.858019904164646
B3,TL8,0.8579981235101195
TL8,B3,0.8579981235101195
WW6,WW9,0.8579489286458991
WW9,WW6,0.8579489286458991
PKB1,PKB3,0.8579130900955192
PKB3,PKB1,0.8579130900955192
ASP4,SOP10,0.8576342099437747
SOP10,ASP4,0.8576342099437747
TL10,WD6,0.8575403204435352
WD6,TL10,0.8575403204435352
GTH10,SVU6,0.8574119306727608
SVU6,GTH10,0.8574119306727608
GA8,WSW10,0.8573436130156147
WSW10,GA8,0.8573436130156147
ALA7,TNG10,0.8570709765616589
TNG10,ALA7,0.8570709765616589
ST14,TP4,0.8569737635078531
TP4,ST14,0.8569737635078531
ARCH2,TO7,0.8569445126195065
TO7,ARCH2,0.8569445126195065
GOT7,MASH6,0.8569122833379098
MASH6,GOT7,0.8569122833379098
GILG10,V2,0.8568773135773744
V2,GILG10,0.8568773135773744
DA8,TW22,0.8567737747353511
TW22,DA8,0.8567737747353511
WC2,CM5,0.8567166489629465
F1,T7S2,0.8565871712897162
T7S2,F1,0.8565871712897162
SV7,WW10,0.85658435375911
WW10,SV7,0.85658435375911
TNG1,SVU1,0.8565072781766969
DA4,WC2,0.8564016366959889
WC2,DA4,0.8564016366959889
ASP2,SV9,0.8563752291071156
SV9,ASP2,0.8563752291071156
S11,SHL1,0.8563719429816601
SHL1,S11,0.8563719429816601
S11,SOP10,0.8563580412475278
SOP10,S11,0.8563580412475278
DK4,SVU3,0.8563097978946166
SVU3,DK4,0.8563097978946166
MF4,SBSP1,0.8562690697111618
SBSP1,MF4,0.8562690697111618
GA6,B5,0.8562316870995264
TW1,WW2,0.8561538984238581
WW2,TW1,0.8561538984238581
HP6,SVU1,0.8561377245382294
DK2,GTH10,0.8560667900546118
GTH10,DK2,0.8560667900546118
ARCH4,R306,0.8558206644519869
R306,ARCH4,0.8558206644519869
SHL1,TO10,0.8558081306407046
TO10,SHL1,0.8558081306407046
MCU13,WV3,0.8557505616276911
WV3,MCU13,0.8557505616276911
WW9,SVU1,0.8556959195575409
SCDL1,TGW3,0.8556094910002684
TGW3,SCDL1,0.8556094910002684
S3,TIU2,0.8555252248612999
TIU2,S3,0.8555252248612999
TIU6,MCU12,0.8554455115763323
SUC1,TP13,0.8553633967095273
TP13,SUC1,0.8553633967095273
LK4,SBSP2,0.8552917134488813
SBSP2,LK4,0.8552917134488813
MCU3,S81,0.8552090511322487
S81,MCU3,0.8552090511322487
BC4,SL6,0.8551822487386563
SL6,BC4,0.8551822487386563
LW5,TP7,0.8551205402841473
TP7,LW5,0.8551205402841473
LK4,LOTR9,0.8551112980942158
LOTR9,LK4,0.8551112980942158
SW4,WSW8,0.8550992679256074
WSW8,SW4,0.8550992679256074
GLEE10,T7S9,0.8550354646184936
T7S9,GLEE10,0.8550354646184936
DK2,SW5,0.8550290601701663
SW5,DK2,0.8550290601701663
S11,SV2,0.8550160449307717
SV2,S11,0.8550160449307717
DK10,TP5,0.8549290460603161
TP5,DK10,0.8549290460603161
GTH7,MCU12,0.8547552137052872
HAM5,HP6,0.8547007891976052
DH4,T7S2,0.8546562652203619
T7S2,DH4,0.8546562652203619
CM2,NCIS3,0.8544560057712223
NCIS3,CM2,0.8544560057712223
GA7,WW2,0.854280221397611
WW2,GA7,0.854280221397611
DA8,WW7,0.8541672781285237
WW7,DA8,0.8541672781285237
MCU9,MCU12,0.8541502666195477
GA6,LU2,0.8541190825276038
LU2,GA6,0.8541190825276038
SV9,TB3,0.8540390413807628
TB3,SV9,0.8540390413807628
SCDL10,WSW8,0.8540152574507246
WSW8,SCDL10,0.8540152574507246
TP13,TP5,0.85395200499481
TP5,TP13,0.85395200499481
BSG2,B5,0.8539116370920296
LK2,MCU9,0.8538245029972215
MCU9,LK2,0.8538245029972215
NCIS3,S89,0.8538107239680812
S89,NCIS3,0.8538107239680812
O9,WD10,0.853740652361025
WD10,O9,0.853740652361025
GLEE8,SHL4,0.8537368804980953
SHL4,GLEE8,0.8537368804980953
ASP5,S11,0.8535135584092922
S11,ASP5,0.8535135584092922
NCIS1,WW2,0.8533201126572288
WW2,NCIS1,0.8533201126572288
GOG1,MF9,0.8532177893499725
MF9,GOG1,0.8532177893499725
WW6,SVU1,0.8531984874506148
ST12,ST15,0.85312353216800485
ST15,ST12,0.85312353216800485
DK2,WV2,0.8530916141332437
WV2,DK2,0.8530916141332437
GA6,HP3,0.8529928384215518
LU2,WC2,0.85298072856251
WC2,LU2,0.85298072856251
FR4,LOTR4,0.8528428711983904
LOTR4,FR4,0.8528428711983904
FS8,NCIS4,0.8527375029608856
NCIS4,FS8,0.8527375029608856
GP4,WV2,0.8527018614701927
WV2,GP4,0.8527018614701927
F4,MF7,0.8526585223196496
MF7,F4,0.8526585223196496
AD10,MG2,0.8526257012607036
MG2,AD10,0.8526257012607036
SOP2,XF2,0.8525026575632265
AD10,V1,0.8524423514378074
V1,AD10,0.8524423514378074
KE3,WSW10,0.8524132068229624
WSW10,KE3,0.8524132068229624
ALA6,TO7,0.8523567471627008
TO7,ALA6,0.8523567471627008
DK7,GTH7,0.8523247089618684
GTH7,DK7,0.8523247089618684
WC4,TIU6,0.8522913570991049
GOG5,MM1,0.8521080203184229
MM1,GOG5,0.8521080203184229
SC1,SsC4,0.8520338426268221
SsC4,SC1,0.8520338426268221
GOT29,LU1,0.8520313683098343
LU1,GOT29,0.8520313683098343
BSG1,SVU3,0.8520100751271945
SVU3,BSG1,0.8520100751271945
BVS2,HP1,0.8520042522887756
HP1,BVS2,0.8520042522887756
MF7,T7S3,0.8519926755184032
T7S3,MF7,0.8519926755184032
LW2,TO4,0.8519795419265114
TO4,LW2,0.8519795419265114
GLEE9,ST14,0.8518006729778049
ST14,GLEE9,0.8518006729778049
B991,HP18,0.8517314663417
HP18,B991,0.8517314663417
S13,SV8,0.8517202574547449
SV8,S13,0.8517202574547449
HAM2,MASH4,0.8517138554871895
MASH4,HAM2,0.8517138554871895
TB15,TB3,0.8516632852495459
TB3,TB15,0.8516632852495459
MCU2,S87,0.8516363575314125
S87,MCU2,0.8516363575314125
DK7,HP6,0.8516212956611322
TL9,SVU6,0.851615166614199
HP12,MCU11,0.8515937381427494
MCU11,HP12,0.8515937381427494
HP28,WV3,0.8514553574556734
WV3,HP28,0.8514553574556734
TGW1,LU2,0.8513303218396526
F1,SC1,0.8513200808432547
SC1,F1,0.8513200808432547
LU6,WC4,0.8512835327940894
WC4,LU6,0.8512835327940894
BSG13,NCIS5,0.8512810862146627
NCIS5,BSG13,0.8512810862146627
GTH7,TNG1,0.8512514422428313
ARCH1,HIMYM4,0.8511136664632574
HIMYM4,ARCH1,0.8511136664632574
B1,XF2,0.8510881844966168
B994,HP3,0.8510334235170345
BSG1,DK4,0.850977986915805
DK4,BSG1,0.850977986915805
DK4,WC2,0.8508736430538636
WC2,DK4,0.8508736430538636
WW6,HP3,0.850830888378443
HP23,S6,0.8507978694718884
S6,HP23,0.8507978694718884
H3,SsC6,0.8506494625443961
SsC6,H3,0.8506494625443961
H3,LW2,0.8506040976804876
LW2,H3,0.8506040976804876
BVS5,NCIS4,0.8505647403419475
NCIS4,BVS5,0.8505647403419475
AD4,FUTR9,0.85047745623899
FUTR9,AD4,0.85047745623899
B3,S89,0.8504228712848789
S89,B3,0.8504228712848789
BVS5,HP6,0.8504138796262696
WC6,B5,0.8503368894327731
TGW3,WW9,0.8502472670793616
WW9,TGW3,0.8502472670793616
GOT18,SL5,0.8500910357332446
SL5,GOT18,0.8500910357332446
ALA6,SW4,0.8500693239798348
SW4,ALA6,0.8500693239798348
GLEE6,LU5,0.8500662393273077
LU5,GLEE6,0.8500662393273077
BB8,FS10,0.8499227845953101
FS10,BB8,0.8499227845953101
BSG2,WW2,0.8499121328500476
WW2,BSG2,0.8499121328500476
AD2,ARCH4,0.8498793090614479
ARCH4,AD2,0.8498793090614479
CM3,LU2,0.8498630050790373
FUTR9,S8,0.8497019581103914
S8,FUTR9,0.8497019581103914
DA4,DA9,0.8496492868407856
DA9,DA4,0.8496492868407856
TO7,TP13,0.8496088097146326
TP13,TO7,0.8496088097146326
LW5,S3,0.8495592153747284
S3,LW5,0.8495592153747284
BOBB4,SBSP2,0.8494191717577385
SBSP2,BOBB4,0.8494191717577385
DA5,DK4,0.8494029268149956
DK4,DA5,0.8494029268149956
WW10,SVU6,0.849304168765899
GOT7,NCIS6,0.8492264670931007
NCIS6,GOT7,0.8492264670931007
GP1,S2,0.8491737270182921
S2,GP1,0.8491737270182921
DA8,HAM2,0.8491205122839611
HAM2,DA8,0.8491205122839611
DA12,WC4,0.8490066359796512
WC4,DA12,0.8490066359796512
D5,MASH2,0.8489984193191137
MASH2,D5,0.8489984193191137
BVS5,SOP2,0.8489932094483782
SOP2,BVS5,0.8489932094483782
LU1,SC4,0.8489804899742648
SC4,LU1,0.8489804899742648
